question,workflow,tools
想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想吃饭了？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了啊,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了呀,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了呜呜,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了嘛,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了，求求了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在想吃饭了？,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问想吃饭了？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：想吃饭了？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下想吃饭了？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜想吃饭了？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里能吃饭？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭啊,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭呀,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭呜呜,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭嘛,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭，求求了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在哪里能吃饭？,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问哪里能吃饭？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：哪里能吃饭？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下哪里能吃饭？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
呜呜哪里能吃饭？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打球？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球啊,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球呀,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球呜呜,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球嘛,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球，求求了,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
我现在我想打球？,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
请问我想打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问我想打球啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问我想打球呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问我想打球呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问我想打球嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问我想打球，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
请问我想打球？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球嘛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球，求求了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
求助：我想打球？,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下我想打球,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下我想打球啊,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下我想打球呀,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
麻烦问一下我想打球呜呜,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想运动一下,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我不舒服,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我有点难受,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
快递到了去哪拿,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我的快递在哪,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍没电了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
宿舍停电了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
校园卡没钱了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
卡里没有钱了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想洗澡,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
热水怎么开,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
空调开不了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
网连不上了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
网络挂了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
打印机在哪,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
我想打印东西,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
超市在哪里,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪有便利店,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想喝奶茶,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪有咖啡店,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
肚子疼,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
头好痛,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
发烧了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想请假,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
怎么请假,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
身份证丢了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
学生证丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
银行卡丢了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
钱包丢了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
手机丢了怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里有ATM,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
银行在哪,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想剪头发,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪有洗衣店,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想买点药,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪里有药店,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
眼睛不舒服,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
牙疼怎么办,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想上自习,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪有自习的地方,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
教室在哪,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
找不到教室,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
想寄快递,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
哪有快递站,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
水卡没钱了,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
空调费怎么交,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
明天食堂开门吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今天图书馆开放吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
周末体育馆能去吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
晚上还能去饭堂吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
下周一教务处上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
国庆校医院开不开,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
明天校医院上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今天图书馆开到几点,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
明天有校车吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今晚图书馆还开吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
周末能去校医院吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
国庆假期食堂营业吗,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
五一假期图书馆开吗,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
暑假宿舍还能住吗,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
寒假图书馆还开吗,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
明天考试几点开始,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今天下午体育课还上吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今晚有晚自习吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
明天选课系统几点开,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
周末师生服务中心上班吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
今天能补办校园卡吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
明天几点可以选课,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
下周一开始上课吗,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
清明假期校医院开门吗,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
中秋假期食堂还开吗,KNOWLEDGE_QA,SEARCH_PUBLIC_KNOWLEDGE
今天下雨体育课怎么办,KNOWLEDGE_QA,GET_CURRENT_TIME|SEARCH_PUBLIC_KNOWLEDGE
